name,target_rva,target_size,source,notes
?bfmeCallENA@BfmeThingENA@@QAEXPAX@Z,0x0005C350,200,Code/GameEngine/Source/Common/BfmeConv880.cpp,reloc-derived;call-sites=1;identity=real
??1Gen_dtorv_0005e7b0@@UAE@XZ,0x0005DBE0,12,Code/gen_small/dtorsv_000.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_0093e860@@UAE@XZ,0x0005E960,45,Code/gen_small/dtors_009.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_0005fa60@@UAE@XZ,0x0005EC20,134,Code/gen_small/dtors_000.cpp,reloc-derived;call-sites=1;identity=generated
?createEx@Rva0005FA90Factory@@AAEPAXPAX00000@Z,0x0005ECD0,307,Code/gen_small/U3_table_lookup_and_forwarder.cpp,reloc-derived;call-sites=1;identity=real
?Gen00061F00@@YAHHH@Z,0x00061F00,216,Code/GameEngine/Source/Common/BigObfHookWrappers.cpp,reloc-derived;call-sites=1;identity=generated
?insert_unique@?$_Rb_tree@URva00063870Key@@U?$pair@$$CBURva00063870Key@@URva00063870Value@@@_STL@@U?$_Select1st@U?$pair@$$CBURva00063870Key@@URva00063870Value@@@_STL@@@3@U?$less@URva00063870Key@@@3@V?$allocator@U?$pair@$$CBURva00063870Key@@URva00063870Value@@@_STL@@@3@@_STL@@QAE?AU?$_Rb_tree_iterator@U?$pair@$$CBURva00063870Key@@URva00063870Value@@@_STL@@U?$_Nonconst_traits@U?$pair@$$CBURva00063870Key@@URva00063870Value@@@_STL@@@2@@2@U32@ABU?$pair@$$CBURva00063870Key@@URva00063870Value@@@2@@Z,0x000633E0,629,Code/GameEngine/Source/Common/Rva00063870MapInsertBody.cpp,reloc-derived;call-sites=1;identity=generated
?insert_unique@?$_Rb_tree@PAURva00065050Target@@PAU1@U?$_Identity@PAURva00065050Target@@@_STL@@U?$less@PAURva00065050Target@@@3@V?$allocator@PAURva00065050Target@@@3@@_STL@@QAE?AU?$pair@U?$_Rb_tree_iterator@PAURva00065050Target@@U?$_Nonconst_traits@PAURva00065050Target@@@_STL@@@_STL@@_N@2@ABQAURva00065050Target@@@Z,0x00064F70,143,Code/Libraries/Source/WWVegas/WWLib/RvaSetInsertForwarder.cpp,reloc-derived;call-sites=1;identity=generated
?step@Gen003BBA40Member@@QAEXPAVGenXferInterface@@@Z,0x000650C0,320,Code/GameEngine/Source/Common/V4XferSlotSequences.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_00067a30@@UAE@XZ,0x000678B0,98,Code/gen_small/dtors_000.cpp,reloc-derived;call-sites=1;identity=generated
?ensureUnique@Dict@@AAEPAUDictPair@1@H_NPAU21@@Z,0x000683D0,278,Code/GameEngine/Source/Common/Dict.cpp,reloc-derived;call-sites=3;identity=real
?evaluate@U4Curve006095D0@@QBEMH@Z,0x0006A520,611,Code/GameEngine/Source/Common/U4SmallCompositeBodies.cpp,reloc-derived;call-sites=1;identity=real
??0GameSlot@@QAE@ABV0@@Z,0x0006E600,189,Code/GameEngine/Source/GameNetwork/LANGameSlot_copy.cpp,reloc-derived;call-sites=1;identity=real
?Gen0006EF90@@YAHHH@Z,0x0006EF90,215,Code/GameEngine/Source/Common/BigObfHookWrappers.cpp,reloc-derived;call-sites=1;identity=generated
?Gen0006F0D0@@YAHHH@Z,0x0006F0D0,216,Code/GameEngine/Source/Common/BigObfHookWrappers.cpp,reloc-derived;call-sites=1;identity=generated
?Gen0006F200@@YAHHH@Z,0x0006F200,215,Code/GameEngine/Source/Common/BigObfHookWrappers.cpp,reloc-derived;call-sites=1;identity=generated
?Gen0006F330@@YAHHH@Z,0x0006F330,216,Code/GameEngine/Source/Common/BigObfHookWrappers.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_00075d40@@UAE@XZ,0x00075D70,106,Code/gen_small/dtors_000.cpp,reloc-derived;call-sites=1;identity=generated
??1Mem00078B80@@QAE@XZ,0x00078B80,181,Code/GameEngine/Source/Common/BigPairMemberDtors.cpp,reloc-derived;call-sites=1;identity=real
??1Gen_dtor_0007ba60@@UAE@XZ,0x0007B8B0,33,Code/gen_small/dtors_000.cpp,reloc-derived;call-sites=1;identity=generated
?update@BfmeTimedOpNode@@QAEIXZ,0x0007B8E0,138,Code/GameEngine/Source/Common/Bfme5UpdateTimedOps.cpp,reloc-derived;call-sites=1;identity=real
?getAudioLODIndex@GameLODManager@@QAEHABVAsciiString@@@Z,0x0007D0C0,234,Code/GameEngine/Source/Common/GameLOD.cpp,reloc-derived;call-sites=1;identity=real
?bfmeUseRT@BfmeSlotRT@@QAEXXZ,0x00080260,176,Code/GameEngine/Source/Common/BfmeThreeHundredTwentyTwo.cpp,reloc-derived;call-sites=1;identity=real
??1Gen_dtor_000844e0@@UAE@XZ,0x00084030,939,Code/gen_small/dtors_000.cpp,reloc-derived;call-sites=1;identity=generated
??0GlobalData@@QAE@XZ,0x00084510,4499,Code/GameEngine/Source/Common/GlobalData_newOverride_Thunk.cpp,reloc-derived;call-sites=1;identity=real
?getRemoteIPEntry@LANPreferences@@QAE?AVUnicodeString@@H@Z,0x00086C70,563,Code/GameEngine/Source/GameClient/GUI/GUICallbacks/Menus/NetworkDirectConnect.cpp,reloc-derived;call-sites=1;identity=real
?gen000889A0@Gen000889A0_00089450@@QAEXXZ,0x000889A0,157,Code/GameEngine/Source/Common/TailPairForwarders.cpp,reloc-derived;call-sites=1;identity=generated
?bfmeMakeEYF@@YAPAUBfmeNodeEYF@@PAX0@Z,0x00088B70,545,Code/GameEngine/Source/Common/BfmeConv888.cpp,reloc-derived;call-sites=1;identity=real
?_M_reallocate_map@?$deque@UGen_t_00089c70_p12cd@@V?$allocator@UGen_t_00089c70_p12cd@@@_STL@@@_STL@@IAEXI_N@Z,0x00089850,367,Code/gen_small/tgrid_133.cpp,reloc-derived;call-sites=1;identity=generated
?propagateMessages@MessageStream@@QAEXXZ,0x0008ADF0,129,Code/GameEngine/Source/Common/GameEngineFramePacing.cpp,reloc-derived;call-sites=1;identity=real
??0?$pair@$$CBUGen_t_0008e700_k4@@UGen_t_0008e700_p12cd@@@_STL@@QAE@ABU01@@Z,0x0008E560,91,Code/gen_small/tgrid_101.cpp,reloc-derived;call-sites=1;identity=generated
??0?$pair@$$CBHVMultiplayerColorDefinition@@@_STL@@QAE@ABHABVMultiplayerColorDefinition@@@Z,0x0008E630,92,Code/GameEngine/Source/Common/MultiplayerColorMapOperator.cpp,reloc-derived;call-sites=1;identity=real
?newMultiplayerColorDefinition@MultiplayerSettings@@QAEPAVMultiplayerColorDefinition@@VAsciiString@@@Z,0x0008F2B0,169,Code/GameEngine/Source/Common/INI/INIMultiplayer.cpp,reloc-derived;call-sites=1;identity=real
??1Gen_dtor_0008ff90@@UAE@XZ,0x0008FE00,95,Code/gen_small/dtors_000.cpp,reloc-derived;call-sites=1;identity=generated
?nameToLowercaseKey@NameKeyGenerator@@QAE?AW4NameKeyType@@PBD@Z,0x00090140,259,Code/GameEngine/Source/GameClient/System/Image.cpp,reloc-derived;call-sites=2;identity=real
?bfmeF41148@BfmeS1148@@QAEDXZ,0x00090E10,109,Code/GameEngine/Source/Common/BfmeConv1148.cpp,reloc-derived;call-sites=1;identity=real
?bfmeFd1148@BfmeS1148@@QAEDXZ,0x00090FB0,102,Code/GameEngine/Source/Common/BfmeConv1148.cpp,reloc-derived;call-sites=1;identity=real
?bfmeMakeBFA@@YGPAPAXPAX@Z,0x00093E60,146,Code/GameEngine/Source/Common/BfmeConv439.cpp,reloc-derived;call-sites=1;identity=real
??1Gen_dtor_00094910@@UAE@XZ,0x00094940,31,Code/gen_small/dtors_000.cpp,reloc-derived;call-sites=1;identity=generated
??$__copy_ptrs@PBUGen_t_00095d30_p8pod@@PAU1@@_STL@@YAPAUGen_t_00095d30_p8pod@@PBU1@0PAU1@ABU__false_type@0@@Z,0x00095390,46,Code/gen_small/tgrid_101.cpp,reloc-derived;call-sites=2;identity=generated
?bfmeInit@RecorderClass@@AAEXXZ,0x00098050,174,Code/GameEngine/Source/Common/RecorderClassConstructor.cpp,reloc-derived;call-sites=1;identity=real
?Gen00098C80@@YAHHH@Z,0x00098C80,216,Code/GameEngine/Source/Common/BigObfHookWrappers.cpp,reloc-derived;call-sites=1;identity=generated
?getMap@GameInfo@@QBE?AVAsciiString@@XZ,0x00098E70,32,Code/GameEngine/Source/GameClient/GUI/Gen00525EE0MapRefresh.cpp,reloc-derived;call-sites=1;identity=real
??1Gen_dtor_00099460@@UAE@XZ,0x00099070,125,Code/gen_small/dtors_000.cpp,reloc-derived;call-sites=1;identity=generated
?_M_fill_insert@?$list@UGen_t_0009f4d0_m12cd@@V?$allocator@UGen_t_0009f4d0_m12cd@@@_STL@@@_STL@@QAEXU?$_List_iterator@UGen_t_0009f4d0_m12cd@@U?$_Nonconst_traits@UGen_t_0009f4d0_m12cd@@@_STL@@@2@IABUGen_t_0009f4d0_m12cd@@@Z,0x0009F290,65,Code/gen_small/fam_008.cpp,reloc-derived;call-sites=1;identity=generated
?bfmeOneBRA@BfmeThingBRA@@QAEXXZ,0x0009FC90,276,Code/GameEngine/Source/Common/BfmeConv513.cpp,reloc-derived;call-sites=1;identity=real
?collectScoreKeeperStats@StatsCollector@@AAEXXZ,0x000A2230,97,Code/GameEngine/Source/Common/StatsCollector.cpp,reloc-derived;call-sites=1;identity=real
??$append@PAD@?$basic_string@DV?$char_traits@D@_STL@@V?$allocator@D@2@@_STL@@AAEAAV01@PAD0ABUforward_iterator_tag@1@@Z,0x000A4030,313,Code/GameEngine/Source/GameNetwork/GameSpy/PeerDefs.cpp,reloc-derived;call-sites=3;identity=real
??$append@PBD@?$basic_string@DV?$char_traits@D@_STL@@V?$allocator@D@2@@_STL@@AAEAAV01@PBD0ABUforward_iterator_tag@1@@Z,0x000A4F80,313,Code/GameEngine/Source/GameNetwork/GameSpy/PeerDefs.cpp,reloc-derived;call-sites=53;identity=real
??1PSPlayerStats@@QAE@XZ,0x000A5150,654,Code/GameEngine/Source/Common/PSRequestDestructorThunk.cpp,reloc-derived;call-sites=7;identity=real
?_M_insert_overflow@?$vector@UGen_t_000a8040_m4pod@@V?$allocator@UGen_t_000a8040_m4pod@@@_STL@@@_STL@@IAEXPAUGen_t_000a8040_m4pod@@ABU3@ABU__false_type@2@I_N@Z,0x000A7EB0,282,Code/gen_small/fam_019.cpp,reloc-derived;call-sites=1;identity=generated
??A?$map@HVAsciiString@@U?$less@H@_STL@@V?$allocator@U?$pair@$$CBHVAsciiString@@@_STL@@@3@@_STL@@QAEAAVAsciiString@@ABH@Z,0x000AB0C0,199,Code/GameEngine/Source/GameNetwork/GameSpy/PeerDefs.cpp,reloc-derived;call-sites=1;identity=real
?getIgnores@IgnorePreferences@@QAE?AV?$map@HVAsciiString@@U?$less@H@_STL@@V?$allocator@U?$pair@$$CBHVAsciiString@@@_STL@@@3@@_STL@@XZ,0x000AC9D0,315,Code/GameEngine/Source/GameNetwork/GameSpy/GameSpyInfo_loadSavedIgnoreList_Thunk.cpp,reloc-derived;call-sites=1;identity=real
?_M_insert_overflow@?$vector@UGen_t_000b0910_p8pod@@V?$allocator@UGen_t_000b0910_p8pod@@@_STL@@@_STL@@IAEXPAUGen_t_000b0910_p8pod@@ABU3@ABU__false_type@2@I_N@Z,0x000B0760,302,Code/gen_small/tgrid_102.cpp,reloc-derived;call-sites=1;identity=generated
?bfmeBaseCIA@BfmeThingCIA@@QAEXXZ,0x000B0D10,173,Code/GameEngine/Source/Common/BfmeConv602.cpp,reloc-derived;call-sites=1;identity=real
?bfmeSendAXB@BfmeThingAXB@@QAEXPAVBfmeSrcAXB@@PAUBfmeFlagsAXB@@@Z,0x000B29C0,291,Code/GameEngine/Source/Common/BfmeConv431.cpp,reloc-derived;call-sites=1;identity=real
?bfmeAccept@BfmeSubAccept_0002C41C@@QAEXPAVBfmeSeedTarget@@@Z,0x000B2BA0,187,Code/GameEngine/Source/Common/S3SeedPairsDeferred.cpp,reloc-derived;call-sites=5;identity=real
??0BfmeAudioEventRTS@@QAE@ABVAsciiString@@PBUCoord3D@@H@Z,0x000B2E10,180,Code/GameEngine/Source/GameLogic/ScriptEngine/ScriptActions.cpp,reloc-derived;call-sites=1;identity=real
?setEventName@AudioEventRTS@@QAEXVAsciiString@@@Z,0x000B38C0,140,Code/GameEngine/Source/Common/INI/ini.cpp,reloc-derived;call-sites=1;identity=real
?bfmeNotifyDDE@@YAXXZ,0x000B3970,400,Code/GameEngine/Source/Common/BfmeConv674.cpp,reloc-derived;call-sites=1;identity=real
?bfmeBaseCJA@BfmeThingCJA@@QAEXPAX@Z,0x000B5B10,323,Code/GameEngine/Source/Common/BfmeConv608.cpp,reloc-derived;call-sites=1;identity=real
?_M_fill_insert@?$vector@UCoord3D@@V?$allocator@UCoord3D@@@_STL@@@_STL@@QAEXPAUCoord3D@@IABU3@@Z,0x000B7AF0,310,Code/Libraries/Source/WWVegas/WWLib/Coord3DVectorResizeThunk.cpp,reloc-derived;call-sites=1;identity=real
??1Gen_dtor_000b84a0@@UAE@XZ,0x000B84D0,122,Code/gen_small/dtors_000.cpp,reloc-derived;call-sites=1;identity=generated
?_M_insert_overflow@?$vector@UP5Elem000BD360@@V?$allocator@UP5Elem000BD360@@@_STL@@@_STL@@IAEXPAUP5Elem000BD360@@ABU3@ABU__false_type@2@I_N@Z,0x000BCA50,286,Code/GameEngine/Source/Common/Rva000BD360VectorPushBackBody.cpp,reloc-derived;call-sites=1;identity=real
??1Gen_dtor_000c3950@@UAE@XZ,0x000C3980,95,Code/gen_small/dtors_000.cpp,reloc-derived;call-sites=1;identity=generated
?bfmeCheck1026@BfmeQ1026@@QAEDHHH@Z,0x000C4D80,195,Code/GameEngine/Source/Common/BfmeConv1026.cpp,reloc-derived;call-sites=1;identity=real
?canEnterObject@BFMEActionManager@@QAE_NPBVObject@@0W4CommandSourceType@@W4CanEnterType@@PA_N@Z,0x000C5440,849,Code/GameEngine/Source/GameLogic/AI/AIStates.cpp,reloc-derived;call-sites=1;identity=real
?getCanAttackObject@ActionManager@@QAE?AW4CanAttackResult@@PBVObject@@0W4CommandSourceType@@W4AbleToAttackType@@@Z,0x000C58F0,229,Code/GameEngine/Source/GameLogic/AI/AIStates.cpp,reloc-derived;call-sites=1;identity=real
?bfmeNewMap@BfmePlayerMapState@@QAEXH_N@Z,0x000C7A30,352,Code/GameEngine/Source/Common/RTS/Player.cpp,reloc-derived;call-sites=2;identity=real
?withdraw@Money@@QAEII_N@Z,0x000C8610,230,Code/GameEngine/Source/Common/Rva0036B9F0WithdrawPurchase.cpp,reloc-derived;call-sites=3;identity=real
?bfmeRunEUAe@BfmeItemEUA@@QAEXPAX@Z,0x000C9930,31,Code/GameEngine/Source/Common/BfmeConv885.cpp,reloc-derived;call-sites=1;identity=real
?bfmeVal1090@BfmeR1090@@QAEHXZ,0x000CBDC0,201,Code/GameEngine/Source/Common/BfmeConv1090.cpp,reloc-derived;call-sites=1;identity=real
?bfmeRunEUAc@BfmeItemEUA@@QAEXPAX@Z,0x000CBEC0,174,Code/GameEngine/Source/Common/BfmeConv885.cpp,reloc-derived;call-sites=1;identity=real
?bfmeFindFFG@BfmeMidFFG@@QAEPAUBfmeResFFG@@PAUBfmeSubFFG@@@Z,0x000CDEC0,67,Code/GameEngine/Source/Common/BfmeConv895.cpp,reloc-derived;call-sites=1;identity=real
?onUpgradeCompleted@Player@@QAEXPBVUpgradeTemplate@@@Z,0x000CE480,166,Code/GameEngine/Source/Common/RTS/Player_addUpgrade.cpp,reloc-derived;call-sites=1;identity=real
?friend_applyDifficultyBonusesForObject@BfmeDifficultyBonusPlayer@@QAEXPAVObject@@_N@Z,0x000CE560,336,Code/GameEngine/Source/GameLogic/Object/Object.cpp,reloc-derived;call-sites=1;identity=real
?unidentified_000CFE80@BfmePlayerScienceAvailability@@QAE?AW4ScienceAvailabilityType@@ABVAsciiString@@@Z,0x000CFE80,126,Code/GameEngine/Source/GameLogic/ScriptEngine/ScriptActions.cpp,reloc-derived;call-sites=1;identity=real
?bfmeOn1096@BfmeR1096@@QAEXPAVBfmeS1096@@@Z,0x000CFF80,36,Code/GameEngine/Source/Common/BfmeConv1096.cpp,reloc-derived;call-sites=1;identity=real
?_M_bkt_num_key@?$hashtable@URva000D6C60Value@@VAsciiString@@U?$hash@VAsciiString@@@rts@@URva000D6C60ExtractKey@@U?$equal_to@VAsciiString@@@_STL@@V?$allocator@URva000D6C60Value@@@7@@_STL@@ABEIABVAsciiString@@I@Z,0x000D10B0,41,Code/Libraries/Source/WWVegas/WWLib/RvaHashInsertAsciiString.cpp,reloc-derived;call-sites=1;identity=generated
?notify@BfmeObjNotify3F0@@QAEXPAXH@Z,0x000D22A0,332,Code/GameEngine/Source/Common/BfmeConv830.cpp,reloc-derived;call-sites=2;identity=real
?getOrStartSpecialPowerReadyFrame@Player@@QAEIPBVSpecialPowerTemplate@@@Z,0x000D28F0,156,Code/GameEngine/Source/Common/SpecialPowerModule_getReadyFrame_Thunk.cpp,reloc-derived;call-sites=2;identity=real
?bfmeInit@BfmeSub@@QAEXPAX@Z,0x000D34C0,250,Code/GameEngine/Source/Common/Bfme5EntryAppend.cpp,reloc-derived;call-sites=1;identity=real
?resize@?$hashtable@URva000D6770Value@@VAsciiString@@U?$hash@VAsciiString@@@rts@@URva000D6770ExtractKey@@U?$equal_to@VAsciiString@@@_STL@@V?$allocator@URva000D6770Value@@@7@@_STL@@QAEXI@Z,0x000D38F0,415,Code/Libraries/Source/WWVegas/WWLib/RvaHashInsertAsciiString.cpp,reloc-derived;call-sites=1;identity=generated
?resize@?$hashtable@URva000D6C60Value@@VAsciiString@@U?$hash@VAsciiString@@@rts@@URva000D6C60ExtractKey@@U?$equal_to@VAsciiString@@@_STL@@V?$allocator@URva000D6C60Value@@@7@@_STL@@QAEXI@Z,0x000D3BE0,415,Code/Libraries/Source/WWVegas/WWLib/RvaHashInsertAsciiString.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_000d7480@@UAE@XZ,0x000D3FA0,89,Code/gen_small/dtors_000.cpp,reloc-derived;call-sites=1;identity=generated
?link@BfmeLinkedObj@@QAEXPAV1@H@Z,0x000D48E0,1661,Code/GameEngine/Source/Common/BfmeConv831.cpp,reloc-derived;call-sites=1;identity=real
?addScience@Player@@AAE_NW4ScienceType@@@Z,0x000D5380,438,Code/GameEngine/Source/Common/RTS/Player.cpp,reloc-derived;call-sites=2;identity=real
?accepts@Rva001DB720Predicate@@QAE_NPAVThingTemplate@@@Z,0x000D57B0,300,Code/GameEngine/Source/GameLogic/Object/ObjectCreationTemplatePredicate.cpp,reloc-derived;call-sites=1;identity=generated
?localApplyBattlePlanBonusesToObject@@YAXPAVObject@@PAX@Z,0x000D5A40,352,Code/GameEngine/Source/Common/RTS/Player.cpp,reloc-derived;call-sites=2;identity=real
?removeBattlePlanBonusesForObject@Player@@QBEXPAVObject@@@Z,0x000D5C20,196,Code/GameEngine/Source/GameLogic/Player_becomingTeamMember_Thunk.cpp,reloc-derived;call-sites=1;identity=real
?erase@?$hashtable@U?$pair@$$CBHUGen_t_000d81e0_p12cd@@@_STL@@HU?$hash@H@2@U?$_Select1st@U?$pair@$$CBHUGen_t_000d81e0_p12cd@@@_STL@@@2@U?$equal_to@H@2@V?$allocator@U?$pair@$$CBHUGen_t_000d81e0_p12cd@@@_STL@@@2@@_STL@@QAEXABU?$_Ht_iterator@U?$pair@$$CBHUGen_t_000d81e0_p12cd@@@_STL@@U?$_Const_traits@U?$pair@$$CBHUGen_t_000d81e0_p12cd@@@_STL@@@2@HU?$hash@H@2@U?$_Select1st@U?$pair@$$CBHUGen_t_000d81e0_p12cd@@@_STL@@@2@U?$equal_to@H@2@V?$allocator@U?$pair@$$CBHUGen_t_000d81e0_p12cd@@@_STL@@@2@@2@@Z,0x000D64A0,154,Code/gen_small/tgrid_127.cpp,reloc-derived;call-sites=1;identity=generated
?gen000D6FB0@@YAPAXXZ,0x000D6FB0,65,Code/GameEngine/Source/Common/CachedPointerFills.cpp,reloc-derived;call-sites=2;identity=generated
?bfmeTwoCGF@BfmeThingCGF@@QAEXPAX@Z,0x000D7390,186,Code/GameEngine/Source/Common/BfmeConv599.cpp,reloc-derived;call-sites=1;identity=real
?resetSciences@Player@@QAEXXZ,0x000D7B60,250,Code/GameEngine/Source/Common/RTS/Player_resetRank_Thunk.cpp,reloc-derived;call-sites=1;identity=real
?bfmeAdj1096@BfmeR1096@@QAEXH@Z,0x000D7E30,464,Code/GameEngine/Source/Common/BfmeConv1096.cpp,reloc-derived;call-sites=1;identity=real
?bfmeStep1034@BfmeH1034@@QAEXXZ,0x000D9D30,434,Code/GameEngine/Source/Common/BfmeConv1034.cpp,reloc-derived;call-sites=1;identity=real
?doUpdate@BfmeTarget78E@@QAEXPAX@Z,0x000D9FC0,87,Code/GameEngine/Source/Common/BfmeConv821.cpp,reloc-derived;call-sites=1;identity=real
?init@Player@@QAEXPBVPlayerTemplate@@@Z,0x000DA610,2043,Code/GameEngine/Source/Common/RTS/PlayerListSetLocalPlayer.cpp,reloc-derived;call-sites=2;identity=real
??1Gen_dtor_000dddf0@@UAE@XZ,0x000DD440,1043,Code/gen_small/dtors_000.cpp,reloc-derived;call-sites=1;identity=generated
??$__copy_backward@PAUGen_t_000de650_p128pod@@PAU1@H@_STL@@YAPAUGen_t_000de650_p128pod@@PAU1@00ABUrandom_access_iterator_tag@0@PAH@Z,0x000DE490,74,Code/gen_small/tgrid_133.cpp,reloc-derived;call-sites=1;identity=generated
?_M_insert_overflow@?$vector@UEvaSideSounds@@V?$allocator@UEvaSideSounds@@@_STL@@@_STL@@IAEXPAUEvaSideSounds@@ABU3@ABU__false_type@2@I_N@Z,0x000DEA80,267,Code/GameEngine/Source/GameClient/Eva.cpp,reloc-derived;call-sites=1;identity=real
?parseBlock@BfmePlayerAITypeSet@@QAEXPAVINI@@@Z,0x000DEEC0,578,Code/GameEngine/Source/Common/INI/INIPlayerAIType.cpp,reloc-derived;call-sites=1;identity=real
??1PlayerTemplate@@QAE@XZ,0x000E27A0,702,Code/GameEngine/Source/Common/PlayerTemplateVectorDestructor.cpp,reloc-derived;call-sites=8;identity=real
??0PlayerTemplate@@QAE@ABV0@@Z,0x000E2E50,918,Code/GameEngine/Source/Common/RTS/PlayerTemplate.cpp,reloc-derived;call-sites=2;identity=real
??4PlayerTemplate@@QAEAAV0@ABV0@@Z,0x000E32D0,903,Code/GameEngine/Source/Common/RTS/PlayerTemplate.cpp,reloc-derived;call-sites=1;identity=real
?_M_insert_overflow@?$vector@UGen_t_000e5750_p12cd@@V?$allocator@UGen_t_000e5750_p12cd@@@_STL@@@_STL@@IAEXPAUGen_t_000e5750_p12cd@@ABU3@ABU__false_type@2@I_N@Z,0x000E5580,281,Code/gen_small/tgrid_103.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_000e6840@@UAE@XZ,0x000E6140,175,Code/gen_small/dtors_000.cpp,reloc-derived;call-sites=1;identity=generated
?bfmeHandOver_0000FFE2@@YAXPAVBfmeSeedTarget@@PAX@Z,0x000E66F0,267,Code/GameEngine/Source/Common/S3SeedPairsDeferred.cpp,reloc-derived;call-sites=6;identity=real
??1ScienceVecStandIn@@QAE@XZ,0x000E80F0,203,Code/GameEngine/Source/Common/ScienceInfoDestructorThunk.cpp,reloc-derived;call-sites=1;identity=real
??1Gen_dtor_000e9fe0@@UAE@XZ,0x000E9A40,150,Code/gen_small/dtors_000.cpp,reloc-derived;call-sites=1;identity=generated
?bfmeVisit@BfmeInnerIterable@@QAEHP6AXPAVObject@@PAX@Z1@Z,0x000EDAB0,91,Code/GameEngine/Source/Common/RTS/PlayerIterateObjects.cpp,reloc-derived;call-sites=1;identity=real
?bfmeRunEZA@BfmeItemEZA@@QAEXXZ,0x000EE730,39,Code/GameEngine/Source/Common/BfmeConv889.cpp,reloc-derived;call-sites=1;identity=real
?hasAnyBuildFacility@BfmeTeamInstanceLink@@QBE_NXZ,0x000EF340,96,Code/GameEngine/Source/Common/RTS/Team.cpp,reloc-derived;call-sites=1;identity=real
?insert_unique@?$_Rb_tree@U?$pair@HH@_STL@@U?$pair@$$CBU?$pair@HH@_STL@@PAVTeamPrototype@@@2@U?$_Select1st@U?$pair@$$CBU?$pair@HH@_STL@@PAVTeamPrototype@@@_STL@@@2@U?$less@U?$pair@HH@_STL@@@2@V?$allocator@U?$pair@$$CBU?$pair@HH@_STL@@PAVTeamPrototype@@@_STL@@@2@@_STL@@QAE?AU?$_Rb_tree_iterator@U?$pair@$$CBU?$pair@HH@_STL@@PAVTeamPrototype@@@_STL@@U?$_Nonconst_traits@U?$pair@$$CBU?$pair@HH@_STL@@PAVTeamPrototype@@@_STL@@@2@@2@U32@ABU?$pair@$$CBU?$pair@HH@_STL@@PAVTeamPrototype@@@2@@Z,0x000EF750,684,Code/GameEngine/Source/Common/RTS/TeamFactoryCtorThunk.cpp,reloc-derived;call-sites=2;identity=real
?resize@?$hashtable@URva000F6C10Value@@VAsciiString@@U?$hash@VAsciiString@@@rts@@URva000F6C10ExtractKey@@U?$equal_to@VAsciiString@@@_STL@@V?$allocator@URva000F6C10Value@@@7@@_STL@@QAEXI@Z,0x000F1E00,415,Code/Libraries/Source/WWVegas/WWLib/RvaHashInsertAsciiString.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_000f3c20@@UAE@XZ,0x000F21C0,89,Code/gen_small/dtors_000.cpp,reloc-derived;call-sites=1;identity=generated
?removeOverrideTeamRelationship@BfmeTeamInstanceLink@@QAEXI@Z,0x000F2530,119,Code/GameEngine/Source/Common/RTS/Team.cpp,reloc-derived;call-sites=2;identity=real
?countObjectsByThingTemplate@Team@@QBEXHPBQBVThingTemplate@@_NPAH1@Z,0x000F2670,193,Code/GameEngine/Source/Common/RTS/Team.cpp,reloc-derived;call-sites=1;identity=real
??0TeamPrototype@@QAE@PAVTeamFactory@@ABVAsciiString@@1PAVPlayer@@_NPAVDict@@H@Z,0x000F3E40,367,Code/GameEngine/Source/Common/RTS/TeamFactoryCtorThunk.cpp,reloc-derived;call-sites=1;identity=real
?getTeamAsAIGroup@Team@@QAEXPAVAIGroup@@@Z,0x000F45A0,126,Code/GameEngine/Source/GameLogic/AI/AIPlayer_guardSupplyCenter_Thunk.cpp,reloc-derived;call-sites=5;identity=real
?countBuildings@Team@@QAEHXZ,0x000F4900,103,Code/GameEngine/Source/Common/RTS/Team.cpp,reloc-derived;call-sites=1;identity=real
?hasAnyBuildings@Team@@QBE_N_N@Z,0x000F4980,184,Code/GameEngine/Source/Common/RTS/TeamPrototype_hasAnyBuildings_noMask.cpp,reloc-derived;call-sites=1;identity=real
?hasAnyBuildings@Team@@QAE_NV?$BitFlags@$0MA@@@_N@Z,0x000F4A70,190,Code/GameEngine/Source/Common/RTS/TeamPrototype_hasAnyBuildings.cpp,reloc-derived;call-sites=1;identity=real
?hasAnyUnits@Team@@QBE_NXZ,0x000F4C10,179,Code/GameEngine/Source/Common/RTS/Team.cpp,reloc-derived;call-sites=1;identity=real
?hasAnyObjects@Team@@QBE_N_N@Z,0x000F4CF0,237,Code/GameEngine/Source/Common/RTS/TeamPrototype_hasAnyObjects.cpp,reloc-derived;call-sites=1;identity=real
?updateState@Team@@QAEXXZ,0x000F4F30,1280,Code/GameEngine/Source/Common/RTS/Team.cpp,reloc-derived;call-sites=1;identity=real
?allInside@Team@@QBE_NPAVPolygonTrigger@@I@Z,0x000F5A30,278,Code/GameEngine/Source/GameLogic/ScriptEngine/ScriptConditions_insideArea.cpp,reloc-derived;call-sites=2;identity=real
