Code/GameEngine/Source/Common/GameMessage_destructor.cpp	defines a function no ledger row declares
Code/GameEngine/Source/Common/ManTheWallsSpecialPowerDestructorThunk.cpp	does not compile at the new path
Code/GameEngine/Source/Common/CrateTemplate_parseCrateCreationEntryMethodThunk.cpp	byte-red at the new path
Code/GameEngine/Source/Common/LANGameSlot_getUser_Thunk.cpp	byte-red at the new path
Code/GameEngine/Source/GameClient/ParticleSystemManager_destroyAttachedSystems.cpp	defines a function no ledger row declares
Code/GameEngine/Source/GameLogic/AI/PathfinderCellPredicates.cpp	defines a function no ledger row declares
Code/GameEngine/Source/GameLogic/Object/Contain/SiegeEngineContainIsValidContainerFor.cpp	defines a function no ledger row declares
Code/GameEngine/Source/GameLogic/Object/Update/DynamicGeometryInfoUpdateConstructor.cpp	defines a function no ledger row declares
Code/GameEngine/Source/GameLogic/Object/Update/NeutronMissileUpdateConstructor.cpp	defines a function no ledger row declares
Code/GameEngine/Source/GameNetwork/GameSpyGameSlotCopyCtor.cpp	defines a function no ledger row declares
Code/GameEngine/Source/Common/SpecialPowerModuleDestructorThunk.cpp	two siblings include it by bare name; moving it breaks their compile
